"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua y Barbuda","ATG","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","52.9054418934203","61.447888763913","91.675851992841","86.7375100775291","102.136247634962","97.3417910460978","70.8230488848358","71.9863469094755","75.9575870850777","78.1572407385073","78.890816040988","66.9781060333658","47.4025684539828","60.0693332141749","71.6203994273136","75.508558934842","71.939384061845","65.4870411752128","69.1171507797092","63.5916872497586","61.267927766207","57.8407464677302","58.9925128717419","55.2906278035969","53.3256564862874","53.890466093199","54.5788301145285","55.5690189810671","57.6213084707454","60.3281517257818","60.0121396856899","59.0457230310636","47.7842406757427","47.6190476190476","42.7201281408508","46.2519985431469","48.4151590483744","50.4907713645578","38.5279310182402","36.7538246562063","51.908142720901","36.5087212979039","",
"Australia","AUS","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","25.3637858693031","24.0779735582403","24.6123094246143","25.9491506977713","26.8093025118997","26.0903074398722","24.8749001971414","24.3506219143762","24.160067199232","23.9100415825842","23.8084051993162","23.1253879545567","22.1081377573959","26.5966510543349","25.8895390894611","23.3043839062368","24.2324681019776","24.3897832920457","25.3366194874141","27.3576160961994","29.6064233799275","26.9991978546358","24.7855353787283","23.4824053563971","25.3723092352539","26.9054713327545","26.7379806332616","29.5879068139499","29.4187542684245","27.4195727163151","26.3008335912642","25.6684065740522","26.6656304563962","28.3426689821602","31.3312653379337","31.1516617970872","31.4082293560071","29.6390893423448","30.2139033016662","32.2273161103685","32.6087715209201","33.6371680098033","34.8976003542578","34.1832971683979","31.9921750582726","33.3682450554061","35.2105781640456","35.9505488991738","36.7677083324485","34.4686584797781","36.1451092021202","36.9050252078536","33.477631717594","31.4126303336508","32.500531238075","29.3360038988035","32.1530352486942","34.5712080615686","34.351733469198","",
"Austria","AUT","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","38.466824959434","36.7490701232393","36.3068590274268","35.8363648674486","36.0851233899756","37.0319576702484","36.848981255743","35.5630579957931","36.0512424995288","38.5561191849815","41.6704455613601","41.2017010729814","41.2473248751214","42.0186459692227","45.9884112692522","42.2200072508619","46.6224654507341","46.6633926120036","45.4358964416402","48.3287888748485","51.1010915696259","51.9242638202455","49.3074125937636","48.3215595560001","52.0229762984151","55.0897491480829","49.8514859652878","48.2344777951403","50.4352063025953","53.2553779346166","54.3128442909765","52.8936016172228","50.5689704159747","47.1746673240531","49.2469995120879","51.4337384189628","53.4147495070693","58.9890476429677","61.206386196329","63.2555203914554","71.1911368980941","73.6726271678487","73.5653010590944","75.1552053747726","79.188320724894","79.914380763824","81.5369572494221","84.0401824831694","84.9609234226452","69.9828552594149","79.5036404085294","85.5550043383505","84.2947554788773","83.3431935848462","81.5163242683737","80.8695114058912","78.3819080576242","82.3855948507552","83.0346531836918","",
"Azerbaiyán","AZE","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.4690367236776","41.0228939437994","43.241585335148","42.686776860189","50.0833711483569","39.7200392616281","37.8061173425178","42.8922545098143","55.3235687617897","65.612884716683","61.4670944329897","71.7150996991534","82.1508721952592","90.5877787981633","87.1372630186384","82.6436184129335","78.1127133930618","62.3392885131244","62.798303073119","67.7178136400292","61.7803794774559","56.6632773022584","49.7685576836722","48.6279013830427","57.0330473047669","59.3604997597309","69.2380183765846","",
"Burundi","BDI","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","14.2857150145773","12.3152714212915","13.1147537297961","11.6004297452239","9.9712365109496","16.9816700459181","18.1329612334558","19.0692904301006","20.7423580786026","17.349636483807","18.9508971660758","19.3796697659072","23.5003750798781","20.0433831107242","21.4329060850696","22.3284981313739","26.5380498298669","29.952392741618","27.3669298965956","32.7157943164827","25.3336136098406","24.3538322887787","29.7072047373616","24.1937054183473","29.2763791454756","26.1743845062","29.6240697954097","26.779405453349","31.1344232844621","23.7897710234635","27.0293844582676","29.5528910136009","27.0535372824446","28.1260204064363","37.1879593671436","33.8854836659977","19.1016723679209","21.2766773628938","24.950468115942","21.2850944224857","22.7459126297585","20.3012170713163","19.263516039385","24.8517046651251","24.364732660379","29.2718808783656","38.4018841438278","27.872008334066","28.5388853453359","26.3267933099978","30.0176871126372","39.1355145034605","37.9289816121528","36.9142865311475","33.2990453928424","27.1550507757194","25.0368204515284","29.2217705414044","32.0059869036483","",
"Bélgica","BEL","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133.236734299708","154.900498953882","156.003625514452","161.16095528038","154.565299740185","160.767304124356","169.385168121544","176.108890163508","179.133861961609","182.085435904784","150.305415663221","166.101734771557","180.354554932841","178.375741062703","176.449699109641","173.168125243825","167.125724526444","163.340791682026","166.890950809471","168.921467168324","",
"Benin","BEN","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","21.6626691552898","16.9730138359591","16.07207688647","18.1153965069983","16.307228888473","16.5569355390924","14.1949195822129","20.573309532366","22.0640220025431","24.7922731427929","29.0743193961193","35.5146516735262","31.1942599889233","30.731039744948","32.6329104613653","32.5025417562362","34.9365864394599","39.8640229297263","36.3893455719761","30.8540173187205","28.0376848382889","44.6898828607046","38.492528799181","35.148637102384","43.2865868290027","50.6831368181569","43.0356351895353","38.9781944948418","49.0048985330928","42.5349382334539","28.2147860407139","28.7449213250371","53.8542887525788","41.9861808789534","51.8748817384853","53.7419503510643","50.0610603507262","48.7148635954361","46.5562890880836","43.5350308616629","39.1174383063634","37.198523158752","38.4014635321747","36.6931020310159","32.3570569538642","33.2243700213119","38.1924265089814","51.6623142677386","50.0645792648946","46.3422278795655","47.8139674642257","45.2307657680625","46.3930209894044","54.4980615636259","65.7177129367642","51.1544362147722","54.1555965612592","59.732923592575","58.4975791503348","",
"Burkina Faso","BFA","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","4.53936330906382","9.13640326285429","11.3286929068711","11.6739195380347","12.6729805291781","12.2955612181809","12.4455555463871","11.9799271481688","14.1168438155937","15.6805751747123","14.6159177819538","14.9250241727082","15.382073846546","18.2283301670056","23.9637781854063","20.7452832706297","20.1731083671633","23.3375265698844","18.2978395793313","21.6187653083646","23.2796833724972","23.2002533024936","22.9701566243209","21.8087004277483","22.741589706152","25.9582421650533","23.9649948286232","24.8540464202869","22.7825206363028","18.5809041258239","22.1842325769762","20.382478100421","23.6579185159658","24.7854003435777","24.0596303399845","30.720505981341","34.0221432340801","33.4604010941318","37.4701051522322","31.1648937534756","31.1915152420482","31.2494943557708","30.7587463052644","29.6265211637127","36.1471846418007","31.632654097567","32.7871098392097","33.9817689341462","32.3908907735847","33.0976465208718","40.5235352735235","44.805777389265","51.5580089369885","56.255970512249","48.709778778502","50.44482933203","53.8693934818873","54.9052249136868","53.6504118700118","",
"Bangladesh","BGD","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","14.9962329717218","16.6198291494372","11.3966393560552","8.47372740232484","13.3733798903113","16.982433373833","15.5175134289897","16.491620861715","18.5135677067566","17.2348283365571","17.4517156948571","16.4063376124247","19.8511271169779","15.8943026971595","15.7343379958697","15.5650464195295","16.2985780546487","17.2157914865862","16.7382204050092","16.4774372759361","18.3860199222363","19.715665420271","22.3165497327731","26.8715537948486","24.2923519507364","25.0703144417174","25.239794315337","26.9706383826304","28.6154409962779","27.963769792371","26.9369527975655","28.9632814864025","31.2416753197285","33.38856184442","38.7585006271836","39.0004567117807","42.8128917917511","36.0234148976033","40.7836365746264","47.1501647240183","44.4675240701128","44.135476324531","41.3707445940773","38.1517859855471","36.0074666602495","35.5140270203408","36.7674537313007","",
"Bulgaria","BGR","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","101.112791283781","108.203321590337","118.808809843863","147.491497454267","145.382669895709","157.034909941004","144.893939658027","113.910536991566","150.692004975864","142.802279985447","49.0982714482734","68.9904200442152","75.0687250996016","78.3031114084978","88.5802891933029","58.3806293871756","81.7813119896665","88.0342424708459","61.8986306369325","69.8863541863542","86.6417218685324","88.0742931937173","84.0907851222557","87.7580688016239","93.9403163399077","100.895453902382","112.317206040688","109.158721479894","108.933906391097","76.8187306041304","91.1735762251024","105.87195854332","110.190481762644","114.988395929451","112.465921725011","108.716275887607","104.252459364708","112.710241235124","109.087641174034","",
"Bahrein","BHR","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","230.709273810552","244.274560932587","203.058651882113","170.838507547707","171.139530132789","164.409292841017","150.832447503703","151.65000404971","135.15580777243","154.391133750947","176.675553319919","165.199976954543","162.637259292432","145.761775686595","132.607617626463","133.824139939263","147.037098332262","132.457582521778","110.547331297579","121.748789787057","119.465085909644","110.102309595413","112.649064638109","110.963490573061","113.633602051589","122.95910889638","122.752195740314","115.609756097561","125.61220362687","95.7964560214359","105.902511224955","112.521892308787","106.012048349082","111.495095575188","100.276490647829","87.1943284518167","68.0741379097068","74.0107590884423","87.3597945967503","",
"Bahamas","BHS","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","42.4018475750577","48.9221248066013","36.7482678983834","37.4350515463917","43.5","41.2793733681462","47.6470588235294","49.7185929648241","51.0224768620538","66.0813068498236","79.3056533827618","135.681897453784","140.125232695888","192.875242211954","530.044275774826","873.029184837303","952.655349634013","957.784011220196","745.795290725613","640.463182973927","940.238148730622","944.479495268139","689.539377811569","495.498614958449","367.007985889961","250.183145179607","242.305358948433","213.780405813574","157.706093189964","183.670803396473","42.6405559065066","42.2993352961596","39.562560308781","36.0931435963778","37.5268487266032","41.3823272090989","42.8373510667775","29.1676405005401","31.8005274233817","28.8786770208241","32.8113643708204","28.0722255684475","24.4787843029514","24.6558941341069","26.305065878619","29.0864358187105","33.6472497479653","35.3915960498534","39.4736842105263","32.5186636692593","32.617653351506","37.7341628229126","40.7630241126813","39.0146458765278","38.2835622588951","29.5686801732427","26.0755210078402","30.2788385567553","33.723691094209","",
"Bosnia y Herzegovina","BIH","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.4359024773889","66.1104618241511","79.611052367821","79.1978574267857","85.3839356855374","86.5606277619706","75.8460775087689","76.2916163947473","73.3261413790608","73.3702378490176","72.7430196037827","84.3806399412499","82.9251658318465","87.9156109677642","90.0446524262196","72.2556963076829","81.6567418831803","90.6476283908872","88.1240657430144","87.9170263112317","90.9617821892918","86.8825503552899","85.5360795680644","93.1962937429367","96.7172411596658","",
"Belarús","BLR","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4039130434783","27.6948730964467","37.3425594334851","74.1948025996063","85.3231094824306","113.17622877082","102.60798193007","103.662017227659","125.399855048282","127.375387231267","117.258517195074","120.620662495077","130.766245664289","108.20798529518","113.883867183065","116.985516434365","118.413224974343","98.0322433533932","102.561849083875","141.161141759833","140.768601103655","106.220231896029","97.3699543319268","100.880821792416","107.175506008489","115.98565507498","120.858170427653","",
"Belice","BLZ","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","74.80793446956","83.4324212572214","97.3100890338117","94.8164863609212","96.7015752371559","89.8429319371728","90.0787401574803","84.4250363901019","93.52","99.3544303797468","97.6827896512936","92.8939237899073","104.446546830653","97.0086139389193","105.603399433428","131.282171268133","118.671911152244","129.196770080748","136.463683052091","144.268774703557","131.859322972978","143.301651425292","120.193411295304","98.9051790344536","104.01995178234","102.518887820621","92.8171122562548","87.5187707261535","92.785429771866","92.3784048516834","82.5069603039042","84.5474379146914","80.0788670712032","72.1611229270981","70.7567024759853","67.5653448799659","65.9511512451671","70.6082634440159","67.7801331494997","77.5180732773706","86.5309264836253","78.6823031113001","85.7861147345319","86.3310180633267","77.98870439965","81.8522518389158","88.6284411953373","85.2354693768137","95.4242291981848","78.6388734419673","85.9728388208223","98.2338302127792","97.7083331318497","97.3146034993632","93.2762554519518","88.7001385743525","78.6434487900875","74.7579704099994","73.4821331212327","",
"Bermudas","BMU","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","56.9052695597075","47.6254883993835","46.8491387661713","45.0865752192489","46.1600907752084","40.9812397196732","43.0336588179999","34.631701587516","36.6758524672269","38.9610381307005","41.1328811856318","34.558689281227","38.5141965399998","31.2575545499151","31.2238897586019","29.8411923832955","23.6329436556491","23.0494331919339","21.5284015193813","22.951282218652","22.1537782536099","20.5407822831949","20.3950596714237","21.1392503329133","23.6581998852544","21.2401625591397","20.7044346830495","20.2542880057974","19.3619302878856","18.8241275369947","17.1819092426138","16.4481654890825","16.4513573453324","18.371964095728","","","","","","",
"Bolivia","BOL","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","32.6308461710203","33.4411494252874","35.3074638633377","35.5049860529986","36.8865882717004","43.5158774373259","39.6","39.8249248245907","35.5514128728414","36.2509960159363","34.3165038900844","32.0365703749232","30.6930023923445","38.8766619183286","45.0898729358016","41.6684400847916","41.1056578923299","38.7304315510754","38.236177229329","37.4094426338543","35.4987747747748","31.1438055555556","24.7338238547486","24.5645828025478","19.6774421874192","24.4361579404249","33.1452166857327","30.9000069560144","25.9047322197029","30.3860564273912","33.1375988011761","34.0427964939394","31.8928776525272","33.7246569959674","37.4671166683348","37.6011479794074","37.4748208064508","38.0787830793616","36.3281369233985","33.8681267770956","36.4376265730959","36.7620960921096","38.8843937587674","39.7532164449117","46.0822048187582","55.0629083988398","59.9727424511946","61.660724575019","69.6040184810211","54.8154803613618","61.0291344654396","67.9588414388016","73.222698596713","68.478319599974","69.1564731899479","55.5390602617526","45.8470349837321","45.7227960484923","46.9051956421946","",
"Brasil","BRA","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","18.0013017364171","18.7899670004455","13.4947322453654","12.5665263061942","12.6957084591623","12.3542710487708","11.9611052005107","10.8558381761016","11.8461860702129","12.2160560361648","13.2017879280432","13.4235807951506","14.9882961497004","16.6475237947584","21.0384629585154","17.9954023030606","15.6237288964392","14.4047312245801","13.8012335213725","15.5790014821419","19.1865022619235","17.9738216228537","14.6420273445436","19.035484729188","20.1962538426057","17.9288147968167","14.1367913530874","14.5553595710219","14.9967895327411","12.7510803631741","11.6756774411577","9.05135520684736","14.705219742673","15.1117439340883","14.2869173853212","13.0823209882063","12.3147630338316","13.274009254352","12.9430322825974","16.6469638114201","17.3570974282055","20.8571294982993","21.6870345089451","22.2245338864314","24.3697805845773","21.9998161799279","21.0939419765206","20.5638263723287","22.4267891637422","17.1966765375445","17.8123523237019","18.8442708987175","19.3078933446319","19.9202812166963","18.903018106737","20.5284124569469","18.2931856226181","18.2786286854903","22.9258813612893","",
"Barbados","BRB","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","93.0055534414044","80.5612222918341","74.0976485983063","74.7327293113062","80.4870887532992","86.0728398724319","87.1698930944814","80.8913052609472","81.6648442211055","89.1943821288277","91.4465476810839","80.0280765081736","65.520600128491","46.1788626535795","48.9975316210635","50.4116100606909","45.4698611623049","45.1395328098293","36.6497513967912","37.3377038026971","37.0474496752872","44.6513463017914","46.1881715110286","50.1707044505987","43.9039090877642","45.5498927074048","45.747236905334","43.1873967240467","40.4151943462898","44.1241583583981","48.1170059897278","50.3682036281528","52.3301896017376","48.5664608857224","50.3247166815631","40.9346234427796","44.1066583769107","48.9512048700351","50.8666196972905","47.3782843643345","47.1217575857699","44.4609036080838","44.1896498295631","41.7877542839964","39.4557823129252","",
"Brunei Darussalam","BRN","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","","","","","","88.5652248639358","94.1560039370079","90.6276315789474","100.112370505789","99.8689361702127","99.9552717986136","258.703814894676","104.12875851231","110.60005634861","108.515728919807","113.155450476465","111.941765023748","110.750652976247","109.497282116325","109.209709534041","104.548245148575","106.064433844653","106.443044216755","106.457600413594","101.255165148417","101.798933219819","104.00269101955","92.3228809322691","91.1281081480387","91.8448973167842","91.2925090111268","105.087787333855","92.8159501100514","97.1574645764245","99.4290181002723","94.9087660208644","97.2514903646194","89.8537773746274","89.1105604719764","85.2391304347826","83.4839529056881","85.6797426808141","89.9829515540336","87.6575877088553","82.3008861928184","81.2052551291246","81.1807262232659","79.7619519462578","89.563755092436","89.9056158039369","83.4952247191011","86.8756924001202","87.0042465235475","83.2272662220063","82.5109215458188","74.1044650691866","66.2581927863856","71.3714145823008","78.5709742637014","",
"Bhután","BTN","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","49.3906173958478","60.1127223976684","57.0721321910106","53.1446085846959","53.761855512101","61.5500740378077","63.0661911272575","56.0860351587322","71.1628849151711","57.9815416940939","50.3690490450948","58.3892937555302","76.1580126160245","65.8902750794724","58.3453053121519","70.9445778916408","72.055931895832","69.6788895928567","64.1986295408429","71.1156403665283","65.4943509252677","64.3631012376255","59.5181466979962","63.2406399408971","87.029924802947","80.8092854530679","95.3153865147805","102.798189184294","86.6584445691794","83.0622470351208","96.5767690686222","96.6742854823454","85.6686710039014","82.7347135380127","79.440370104306","80.3554320186827","70.728101575021","65.3780170130449","67.029769068108","",
"Botswana","BWA","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","55.8984193130535","51.6680629207367","56.1116726910869","60.3814787900142","60.0759806631223","80.8021341463415","79.6666666666667","75.0258623764848","64.9073684210526","82.7333933393339","86.238143582306","98.4581497797357","101.659166011015","102.814458542343","99.6621784082712","100.796116504854","101.878948995363","104.516502301118","102.307557009919","120.627806046094","112.543423685647","111.187512520868","112.621128175685","116.868452774429","109.365246267962","117.334251161036","113.0949787917","128.429871192605","100.622536085032","108.859175511584","98.4021638177345","96.2769325345795","86.8922724310978","85.3588070995868","82.5951305686251","85.6760351374846","86.0192368553326","101.589279673501","89.9496300138313","88.2890723698218","82.165327843039","78.6759230210286","78.5091410971641","69.9985685923207","75.2891355118093","76.3860328697516","75.195464908573","84.4771452451516","92.8454508713943","79.710663710381","80.9437692131811","85.6828022050116","87.1093845616898","109.134827554745","102.075287205842","94.1153352963688","86.2950696753146","64.5771455076938","63.730059909885","",
"República Centroafricana","CAF","Comercio de mercaderías (% del PIB)","TG.VAL.TOTL.GD.ZS","30.3150269076513","29.2363028272135","31.3296423261429","37.1002741425798","41.5419617280458","35.1984490514905","41.7906556701031","44.5609570719603","39.6313374189213","39.3534983208095","33.8433536383844","32.2659479170641","31.6953208813237","32.8191589672965","33.4045646393564","30.6343408379648","25.7119295271495","28.5827985731027","21.1275036674001","21.4051819035948","24.7162018960397","25.0430516424052","30.735831149871","23.8355717840447","27.1236135040945","23.7035388436346","20.761584342604","27.8103474796505","26.1680895983522","23.0158871438951","19.018382225848","15.8272071997879","17.8480675794639","18.3768737072049","34.0705755264762","31.020547360102","28.5773485562655","32.4183168137745","30.7028042888959","27.7144805198972","30.3991152626733","26.7215176002398","26.931941376934","21.5835897493606","22.4395269396199","22.656536611021","24.7165265093039","25.1536619439593","22.6672732998898","18.940368475618","20.5559142077193","20.5356315976381","20.9539190565256","19.4552129204156","26.6872003189472","25.4845624142223","28.4573927523957","24.5739349335674","26.8931674766037","",
